group_unit_id,group_unit_id_comment,unit_id_01,unit_id_02,unit_id_03,unit_id_04,unit_id_05,unit_id_06,unit_id_07,unit_id_08,unit_id_09,unit_id_10
100101001,"破晓之星（日和莉）",100101,108701,180101,0,0,0,0,0,0,0
100201001,"破晓之星（优衣）",100201,108801,180201,115601,0,0,0,0,0,0
100301001,"破晓之星（怜）",100301,108901,114001,0,0,0,0,0,0,0
100401001,"小小甜心（未奏希）",100401,111201,0,0,0,0,0,0,0,0
100501001,"NIGHTMARE（茉莉）",100501,114101,0,0,0,0,0,0,0,0
100601001,"恶魔伪王国军（茜里）",100601,113701,0,0,0,0,0,0,0,0
100701001,"恶魔伪王国军（宫子）",100701,108201,0,0,0,0,0,0,0,0
100801001,"纯白之翼兰德索尔分部（雪）",100801,0,0,0,0,0,0,0,0,0
100901001,"暮光流星群（杏奈）",100901,113201,0,0,0,0,0,0,0,0
101001001,"自卫团（真步）",101001,110601,116001,0,0,0,0,0,0,0
101101001,"拉比林斯（璃乃）",101101,112901,0,0,0,0,0,0,0,0
101201001,"森林守卫（初音）",101201,113401,0,0,0,0,0,0,0,0
101301001,"暮光流星群（七七香）",101301,113301,0,0,0,0,0,0,0,0
101401001,"自卫团（香澄）",101401,112201,115701,0,0,0,0,0,0,0
101501001,"森林守卫（美里）",101501,113501,0,0,0,0,0,0,0,0
101601001,"月光学院（铃奈）",101601,110001,0,0,0,0,0,0,0,0
101701001,"自卫团（香织）",101701,110501,0,0,0,0,0,0,0,0
101801001,"月光学院（伊绪）",101801,110101,0,0,0,0,0,0,0,0
102001001,"小小甜心（美美）",102001,111301,0,0,0,0,0,0,0,0
102101001,"咲恋救济院（胡桃）",102101,108501,0,0,0,0,0,0,0,0
102201001,"恶魔伪王国军（依里）",102201,113801,0,0,0,0,0,0,0,0
102301001,"咲恋救济院（绫音）",102301,108601,0,0,0,0,0,0,0,0
102501001,"咲恋救济院（铃莓）",102501,107701,112101,0,0,0,0,0,0,0
102601001,"伊丽莎白牧场（铃）",102601,112701,0,0,0,0,0,0,0,0
102701001,"暮光流星群（惠理子）",102701,109001,0,0,0,0,0,0,0,0
102801001,"咲恋救济院（咲恋）",102801,110301,114501,0,0,0,0,0,0,0
102901001,"慈乐之音（望）",102901,111601,0,0,0,0,0,0,0,0
103001001,"纯白之翼兰德索尔分部（妮侬）",103001,109601,0,0,0,0,0,0,0,0
103101001,"恶魔伪王国军（忍）",103101,108101,0,0,0,0,0,0,0,0
103201001,"墨丘利财团（秋乃）",103201,114401,0,0,0,0,0,0,0,0
103301001,"伊丽莎白牧场（真阳）",103301,112801,0,0,0,0,0,0,0,0
103401001,"墨丘利财团（由加莉）",103401,114601,0,0,0,0,0,0,0,0
103601001,"小小甜心（镜华）",103601,111101,0,0,0,0,0,0,0,0
103701001,"NIGHTMARE（智）",103701,114301,0,0,0,0,0,0,0,0
103801001,"伊丽莎白牧场（栞）",103801,112301,0,0,0,0,0,0,0,0
104001001,"森林守卫（碧）",104001,110701,0,0,0,0,0,0,0,0
104201001,"慈乐之音（千歌）",104201,108401,0,0,0,0,0,0,0,0
104301001,"自卫团（真琴）",104301,110401,115901,0,0,0,0,0,0,0
104401001,"恶魔伪王国军（伊莉亚）",104401,111701,0,0,0,0,0,0,0,0
104501001,"纯白之翼兰德索尔分部（空花）",104501,109501,0,0,0,0,0,0,0,0
104601001,"墨丘利财团（珠希）",104601,107901,0,0,0,0,0,0,0,0
104701001,"NIGHTMARE（纯）",104701,113601,0,0,0,0,0,0,0,0
104801001,"墨丘利财团（美冬）",104801,108001,0,0,0,0,0,0,0,0
104901001,"拉比林斯（静流）",104901,109101,0,0,0,0,0,0,0,0
105001001,"月光学院（美咲）",105001,108301,0,0,0,0,0,0,0,0
105101001,"暮光流星群（深月）",105101,0,0,0,0,0,0,0,0,0
105201001,"伊丽莎白牧场（莉玛）",105201,115801,0,0,0,0,0,0,0,0
105301001,"纯白之翼兰德索尔分部（莫妮卡）",105301,114201,0,0,0,0,0,0,0,0
105401001,"慈乐之音（纺希）",105401,113901,0,0,0,0,0,0,0,0
105501001,"纯白之翼兰德索尔分部（步美）",105501,113001,0,0,0,0,0,0,0,0
105601001,"暮光流星群（流夏）",105601,113101,0,0,0,0,0,0,0,0
105701001,"？？？（姬塔）",105701,0,0,0,0,0,0,0,0,0
105801001,"美食殿堂（佩可莉姆）",105801,107501,180401,111801,0,0,0,0,0,0
105901001,"美食殿堂（可可萝）",105901,107601,111901,180501,115501,0,0,0,0,0
106001001,"美食殿堂（凯露）",106001,107801,112001,180601,0,0,0,0,0,0
106101001,"？？？（矛依未）",106101,114701,0,0,0,0,0,0,0,0
106301001,"？？？（亚里莎）",106301,0,0,0,0,0,0,0,0,0
106401001,"美食殿堂（雪菲）",106401,0,0,0,0,0,0,0,0,0
106501001,"龙族据点（嘉夜）",106501,0,0,0,0,0,0,0,0,0
106601001,"龙族据点（祈梨）",106601,116501,0,0,0,0,0,0,0,0
106701001,"龙族据点（帆稀）",106701,0,0,0,0,0,0,0,0,0
106801001,"拉比林斯（菈比莉斯塔）",106801,0,0,0,0,0,0,0,0,0
107001001,"？？？（似似花）",107001,115001,0,0,0,0,0,0,0,0
107101001,"NIGHTMARE（克莉丝提娜）",107101,111501,0,0,0,0,0,0,0,0
109201001,"玛纳利亚（安）",109201,0,0,0,0,0,0,0,0,0
109301001,"玛纳利亚（露）",109301,0,0,0,0,0,0,0,0,0
109401001,"玛纳利亚（古蕾雅）",109401,0,0,0,0,0,0,0,0,0
109701001,"Re：0（雷姆）",109701,0,0,0,0,0,0,0,0,0
109801001,"Re：0（拉姆）",109801,0,0,0,0,0,0,0,0,0
109901001,"Re：0（爱蜜莉雅）",109901,0,0,0,0,0,0,0,0,0
110801001,"圣特蕾莎女子学院（好朋友社）（克罗依）",110801,116201,0,0,0,0,0,0,0,0
110901001,"圣特蕾莎女子学院（好朋友社）（千爱瑠）",110901,116301,0,0,0,0,0,0,0,0
111001001,"圣特蕾莎女子学院（好朋友社）（优妮）",111001,0,0,0,0,0,0,0,0,0
112401001,"New Generations（卯月）",112401,0,0,0,0,0,0,0,0,0
112501001,"New Generations（凛）",112501,0,0,0,0,0,0,0,0,0
112601001,"New Generations（未央）",112601,0,0,0,0,0,0,0,0,0
118001001,"克蕾琪塔",118001,0,0,0,0,0,0,0,0,0
118101001,"愤怒军团（兰法）",118101,0,0,0,0,0,0,0,0,0
118501001,"花凛",118501,0,0,0,0,0,0,0,0,0
180701001,"初音＆栞",180701,0,0,0,0,0,0,0,0,0
180801001,"未奏希＆美美＆镜华",180801,0,0,0,0,0,0,0,0,0
180901001,"秋乃＆咲恋",180901,0,0,0,0,0,0,0,0,0
300101001,"日和莉（用于花凛对话）",100101,0,0,0,0,0,0,0,0,0
300201001,"优衣（用于花凛对话）",100201,0,0,0,0,0,0,0,0,0
300301001,"怜（用于花凛对话）",100301,0,0,0,0,0,0,0,0,0
300401001,"未奏希（用于花凛对话）",100401,0,0,0,0,0,0,0,0,0
300501001,"茉莉（用于花凛对话）",100501,0,0,0,0,0,0,0,0,0
300601001,"茜里（用于花凛对话）",100601,0,0,0,0,0,0,0,0,0
300701001,"宫子（用于花凛对话）",100701,0,0,0,0,0,0,0,0,0
300801001,"雪（用于花凛对话）",100801,0,0,0,0,0,0,0,0,0
300901001,"杏奈（用于花凛对话）",100901,0,0,0,0,0,0,0,0,0
301001001,"真步（用于花凛对话）",101001,0,0,0,0,0,0,0,0,0
301101001,"璃乃（用于花凛对话）",101101,0,0,0,0,0,0,0,0,0
301201001,"初音（用于花凛对话）",101201,0,0,0,0,0,0,0,0,0
301301001,"七七香（用于花凛对话）",101301,0,0,0,0,0,0,0,0,0
301401001,"香澄（用于花凛对话）",101401,0,0,0,0,0,0,0,0,0
301501001,"美里（用于花凛对话）",101501,0,0,0,0,0,0,0,0,0
301601001,"铃奈（用于花凛对话）",101601,0,0,0,0,0,0,0,0,0
301701001,"香织（用于花凛对话）",101701,0,0,0,0,0,0,0,0,0
301801001,"伊绪（用于花凛对话）",101801,0,0,0,0,0,0,0,0,0
302001001,"美美（用于花凛对话）",102001,0,0,0,0,0,0,0,0,0
302101001,"胡桃（用于花凛对话）",102101,0,0,0,0,0,0,0,0,0
302201001,"依里（用于花凛对话）",102201,0,0,0,0,0,0,0,0,0
302301001,"绫音（用于花凛对话）",102301,0,0,0,0,0,0,0,0,0
302501001,"铃莓（用于花凛对话）",102501,0,0,0,0,0,0,0,0,0
302601001,"铃（用于花凛对话）",102601,0,0,0,0,0,0,0,0,0
302701001,"惠理子（用于花凛对话）",102701,0,0,0,0,0,0,0,0,0
302801001,"咲恋（用于花凛对话）",102801,0,0,0,0,0,0,0,0,0
302901001,"望（用于花凛对话）",102901,0,0,0,0,0,0,0,0,0
303001001,"妮侬（用于花凛对话）",103001,0,0,0,0,0,0,0,0,0
303101001,"忍（用于花凛对话）",103101,0,0,0,0,0,0,0,0,0
303201001,"秋乃（用于花凛对话）",103201,0,0,0,0,0,0,0,0,0
303301001,"真阳（用于花凛对话）",103301,0,0,0,0,0,0,0,0,0
303401001,"由加莉（用于花凛对话）",103401,0,0,0,0,0,0,0,0,0
303601001,"镜华（用于花凛对话）",103601,0,0,0,0,0,0,0,0,0
303701001,"智（用于花凛对话）",103701,0,0,0,0,0,0,0,0,0
303801001,"栞（用于花凛对话）",103801,0,0,0,0,0,0,0,0,0
304001001,"碧（用于花凛对话）",104001,0,0,0,0,0,0,0,0,0
304201001,"千歌（用于花凛对话）",104201,0,0,0,0,0,0,0,0,0
304301001,"真琴（用于花凛对话）",104301,0,0,0,0,0,0,0,0,0
304401001,"伊莉亚（用于花凛对话）",104401,0,0,0,0,0,0,0,0,0
304501001,"空花（用于花凛对话）",104501,0,0,0,0,0,0,0,0,0
304601001,"珠希（用于花凛对话）",104601,0,0,0,0,0,0,0,0,0
304701001,"纯（用于花凛对话）",104701,0,0,0,0,0,0,0,0,0
304801001,"美冬（用于花凛对话）",104801,0,0,0,0,0,0,0,0,0
304901001,"静流（用于花凛对话）",104901,0,0,0,0,0,0,0,0,0
305001001,"美咲（用于花凛对话）",105001,0,0,0,0,0,0,0,0,0
305101001,"深月（用于花凛对话）",105101,0,0,0,0,0,0,0,0,0
305201001,"莉玛（用于花凛对话）",105201,0,0,0,0,0,0,0,0,0
305301001,"莫妮卡（用于花凛对话）",105301,0,0,0,0,0,0,0,0,0
305401001,"纺希（用于花凛对话）",105401,0,0,0,0,0,0,0,0,0
305501001,"步美（用于花凛对话）",105501,0,0,0,0,0,0,0,0,0
305601001,"流夏（用于花凛对话）",105601,0,0,0,0,0,0,0,0,0
305801001,"佩可莉姆（用于花凛对话）",105801,0,0,0,0,0,0,0,0,0
305901001,"可可萝（用于花凛对话）",105901,0,0,0,0,0,0,0,0,0
306001001,"凯露（用于花凛对话）",106001,0,0,0,0,0,0,0,0,0
306401001,"雪菲（用于花凛对话）",106401,0,0,0,0,0,0,0,0,0
306501001,"嘉夜（用于花凛对话）",106501,0,0,0,0,0,0,0,0,0
306601001,"祈梨（用于花凛对话）",106601,0,0,0,0,0,0,0,0,0
306701001,"帆稀（用于花凛对话）",106701,0,0,0,0,0,0,0,0,0
306801001,"菈比莉斯塔（用于花凛对话）",106801,0,0,0,0,0,0,0,0,0
307101001,"克莉丝提娜（用于花凛对话）",107101,0,0,0,0,0,0,0,0,0
307501001,"佩可莉姆（夏日）（用于花凛对话）",107501,0,0,0,0,0,0,0,0,0
307601001,"可可萝（夏日）（用于花凛对话）",107601,0,0,0,0,0,0,0,0,0
307701001,"铃莓（夏日）（用于花凛对话）",107701,0,0,0,0,0,0,0,0,0
307801001,"凯露（夏日）（用于花凛对话）",107801,0,0,0,0,0,0,0,0,0
307901001,"珠希（夏日）（用于花凛对话）",107901,0,0,0,0,0,0,0,0,0
308001001,"美冬（夏日）（用于花凛对话）",108001,0,0,0,0,0,0,0,0,0
308101001,"忍（万圣节）（用于花凛对话）",108101,0,0,0,0,0,0,0,0,0
308201001,"宫子（万圣节）（用于花凛对话）",108201,0,0,0,0,0,0,0,0,0
308301001,"美咲（万圣节）（用于花凛对话）",108301,0,0,0,0,0,0,0,0,0
308401001,"千歌（圣诞节）（用于花凛对话）",108401,0,0,0,0,0,0,0,0,0
308501001,"胡桃（圣诞节）（用于花凛对话）",108501,0,0,0,0,0,0,0,0,0
308601001,"绫音（圣诞节）（用于花凛对话）",108601,0,0,0,0,0,0,0,0,0
308701001,"日和莉（新年）（用于花凛对话）",108701,0,0,0,0,0,0,0,0,0
308801001,"优衣（新年）（用于花凛对话）",108801,0,0,0,0,0,0,0,0,0
308901001,"怜（新年）（用于花凛对话）",108901,0,0,0,0,0,0,0,0,0
309001001,"惠理子（情人节）（用于花凛对话）",109001,0,0,0,0,0,0,0,0,0
309101001,"静流（情人节）（用于花凛对话）",109101,0,0,0,0,0,0,0,0,0
309501001,"空花（大江户）（用于花凛对话）",109501,0,0,0,0,0,0,0,0,0
309601001,"妮侬（大江户）（用于花凛对话）",109601,0,0,0,0,0,0,0,0,0
310001001,"铃奈（夏日）（用于花凛对话）",110001,0,0,0,0,0,0,0,0,0
310101001,"伊绪（夏日）（用于花凛对话）",110101,0,0,0,0,0,0,0,0,0
310301001,"咲恋（夏日）（用于花凛对话）",110301,0,0,0,0,0,0,0,0,0
310401001,"真琴（夏日）（用于花凛对话）",110401,0,0,0,0,0,0,0,0,0
310501001,"香织（夏日）（用于花凛对话）",110501,0,0,0,0,0,0,0,0,0
310601001,"真步（夏日）（用于花凛对话）",110601,0,0,0,0,0,0,0,0,0
310701001,"碧（插班生）（用于花凛对话）",110701,0,0,0,0,0,0,0,0,0
310801001,"克罗依（用于花凛对话）",110801,0,0,0,0,0,0,0,0,0
310901001,"千爱瑠（用于花凛对话）",110901,0,0,0,0,0,0,0,0,0
311001001,"优妮（用于花凛对话）",111001,0,0,0,0,0,0,0,0,0
311101001,"镜华（万圣节）（用于花凛对话）",111101,0,0,0,0,0,0,0,0,0
311201001,"未奏希（万圣节）（用于花凛对话）",111201,0,0,0,0,0,0,0,0,0
311301001,"美美（万圣节）（用于花凛对话）",111301,0,0,0,0,0,0,0,0,0
311501001,"克莉丝提娜（圣诞节）（用于花凛对话）",111501,0,0,0,0,0,0,0,0,0
311601001,"望（圣诞节）（用于花凛对话）",111601,0,0,0,0,0,0,0,0,0
311701001,"伊莉亚（圣诞节）（用于花凛对话）",111701,0,0,0,0,0,0,0,0,0
311801001,"佩可莉姆（新年）（用于花凛对话）",111801,0,0,0,0,0,0,0,0,0
311901001,"可可萝（新年）（用于花凛对话）",111901,0,0,0,0,0,0,0,0,0
312001001,"凯露（新年）（用于花凛对话）",112001,0,0,0,0,0,0,0,0,0
312101001,"铃莓（新年）（用于花凛对话）",112101,0,0,0,0,0,0,0,0,0
312201001,"香澄（魔法少女）（用于花凛对话）",112201,0,0,0,0,0,0,0,0,0
312301001,"栞（魔法少女）（用于花凛对话）",112301,0,0,0,0,0,0,0,0,0
312701001,"铃（游骑兵）（用于花凛对话）",112701,0,0,0,0,0,0,0,0,0
312801001,"真阳（游骑兵）（用于花凛对话）",112801,0,0,0,0,0,0,0,0,0
312901001,"璃乃（仙境）（用于花凛对话）",112901,0,0,0,0,0,0,0,0,0
313001001,"步美（仙境）（用于花凛对话）",113001,0,0,0,0,0,0,0,0,0
313101001,"流夏（夏日）（用于花凛对话）",113101,0,0,0,0,0,0,0,0,0
313201001,"杏奈（夏日）（用于花凛对话）",113201,0,0,0,0,0,0,0,0,0
313301001,"七七香（夏日）（用于花凛对话）",113301,0,0,0,0,0,0,0,0,0
313401001,"初音（夏日）（用于花凛对话）",113401,0,0,0,0,0,0,0,0,0
313501001,"美里（夏日）（用于花凛对话）",113501,0,0,0,0,0,0,0,0,0
313601001,"纯（夏日）（用于花凛对话）",113601,0,0,0,0,0,0,0,0,0
313701001,"茜里（天使）（用于花凛对话）",113701,0,0,0,0,0,0,0,0,0
313801001,"依里（天使）（用于花凛对话）",113801,0,0,0,0,0,0,0,0,0
313901001,"纺希（万圣节）（用于花凛对话）",113901,0,0,0,0,0,0,0,0,0
314001001,"怜（万圣节）（用于花凛对话）",114001,0,0,0,0,0,0,0,0,0
314101001,"茉莉（万圣节）（用于花凛对话）",114101,0,0,0,0,0,0,0,0,0
314201001,"莫妮卡（魔法少女）（用于花凛对话）",114201,0,0,0,0,0,0,0,0,0
314301001,"智（魔法少女）（用于花凛对话）",114301,0,0,0,0,0,0,0,0,0
314401001,"秋乃（圣诞节）（用于花凛对话）",114401,0,0,0,0,0,0,0,0,0
314501001,"咲恋（圣诞节）（用于花凛对话）",114501,0,0,0,0,0,0,0,0,0
314601001,"由加莉（圣诞节）（用于花凛对话）",114601,0,0,0,0,0,0,0,0,0
315501001,"可可萝（礼服）（用于花凛对话）",115501,0,0,0,0,0,0,0,0,0
315601001,"优衣（礼服）（用于花凛对话）",115601,0,0,0,0,0,0,0,0,0
315701001,"香澄（夏日）（用于花凛对话）",115701,0,0,0,0,0,0,0,0,0
315801001,"莉玛（灰姑娘）（用于花凛对话）",115801,0,0,0,0,0,0,0,0,0
315901001,"真琴（灰姑娘）（用于花凛对话）",115901,0,0,0,0,0,0,0,0,0
316001001,"真步（灰姑娘）（用于花凛对话）",116001,0,0,0,0,0,0,0,0,0
316201001,"克罗依（圣学祭）（用于花凛对话）",116201,0,0,0,0,0,0,0,0,0
316301001,"千爱瑠（圣学祭）（用于花凛对话）",116301,0,0,0,0,0,0,0,0,0
316401001,"优妮（圣学祭）（用于花凛对话）",116401,0,0,0,0,0,0,0,0,0
316501001,"祈梨（时间旅行）（用于花凛对话）",116501,0,0,0,0,0,0,0,0,0
316601001,"嘉夜（时间旅行）（用于花凛对话）",116601,0,0,0,0,0,0,0,0,0
316701001,"碧（工作服）（用于花凛对话）",116701,0,0,0,0,0,0,0,0,0
316801001,"珠希（工作服）（用于花凛对话）",116801,0,0,0,0,0,0,0,0,0
316901001,"美冬（工作服）（用于花凛对话）",116901,0,0,0,0,0,0,0,0,0
317001001,"惠理子（夏日）（用于花凛对话）",117001,0,0,0,0,0,0,0,0,0
317101001,"静流（夏日）（用于花凛对话）",117101,0,0,0,0,0,0,0,0,0
317201001,"望（夏日）（用于花凛对话）",117201,0,0,0,0,0,0,0,0,0
317301001,"千歌（夏日）（用于花凛对话）",117301,0,0,0,0,0,0,0,0,0
317401001,"纺希（夏日）（用于花凛对话）",117401,0,0,0,0,0,0,0,0,0
317501001,"深月（大江户）（用于花凛对话）",117501,0,0,0,0,0,0,0,0,0
317601001,"雪（大江户）（用于花凛对话）",117601,0,0,0,0,0,0,0,0,0
